id,collection,dc.contributor.advisor[en_US],dc.contributor.author[en_US],dc.date.issued[en_US],dc.description.abstract[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.language[en_US],dc.note[en_US],dc.publisher[en_US],dc.subject[en_US],dc.thesis.degree[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US],ou.identifier[en_US]
4023,11244/111,,"Sohn, Guansu,",1976,,"iv, 169 leaves ;",http://hdl.handle.net/11244/4135,,"Source: Dissertation Abstracts International, Volume: 37-05, Section: A, page: 2913.",The University of Oklahoma.,"Literature, Latin American.||Latin American fiction History and criticism.||Latin American literature 20th century History and criticism.",Ph.D.,,"La novela colombiana de protesta social, 1924-1948 /",Thesis,(UMI)AAI7624372
2157,11244/111,,"Dorman, Charles Franklin,",1967,,"vii, 142 leaves :",http://hdl.handle.net/11244/2269,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2583.",The University of Oklahoma.,"Magnetic fields.||Crystal lattices.||Physics, Condensed Matter.",Ph.D.,,The magnetic susceptibility of Cu®Ê‰ä_®Ê íÏin ZnO /,Thesis,(UMI)AAI6716483
2141,11244/111,,"Sprouse, Ronald Frank,",1967,,"vi, 47 leaves :",http://hdl.handle.net/11244/2253,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2549.",The University of Oklahoma.,"Antigens.||Biology, Microbiology.||Histoplasmosis.",Ph.D.,,Chromatographic separation and isolation of skin test active components of histoplasmin /,Thesis,(UMI)AAI6715904
2103,11244/111,,"Oakes, Ellen R.,",1967,,"vi, 137 leaves :",http://hdl.handle.net/11244/2215,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: B, page: 1697.",The University of Oklahoma.,"Primates Behavior.||Macaques.||Psychology, Clinical.",Ph.D.,,The determinants of social status in a colony of female Macaca speciosa /,Thesis,(UMI)AAI6712320
1991,11244/111,,"Oey, Hong-sioe,",1966,,"viii, 72 leaves :",http://hdl.handle.net/11244/2103,,"Source: Dissertation Abstracts International, Volume: 27-07, Section: B, page: 2347.",The University of Oklahoma.,"Water-supply Mathematical models.||Runoff Mathematical models.||Engineering, Civil.",Ph.D.,,Estimation of the effect of land use and treatment on the yield of water by use of component analysis and multiple regression techniques /,Thesis,(UMI)AAI6614237
1988,11244/111,,"Mueller, Delbert Dean,",1966,,"ix, 158 leaves :",http://hdl.handle.net/11244/2100,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: B, page: 1863.",The University of Oklahoma.,"Hydration.||Chemistry, Physical.||Hydrogen bonding.",Ph.D.,,Dipolar association and hydration of N-methyl-2-pyrrolidone in some non-hydroxylic solvents /,Thesis,(UMI)AAI6614234
2150,11244/111,,"Couser, Raymond Dowell,",1967,,"vi, 30 leaves :",http://hdl.handle.net/11244/2262,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2664.",The University of Oklahoma.,"Biology, Zoology.||Aedes aegypti.",Ph.D.,,The ability of Aedes (Stegomyia) aegypti to adapt to low temperatures /,Thesis,(UMI)AAI6715913
2112,11244/111,,"Hine, William Lewis,",1967,,"vi, 243 leaves ;",http://hdl.handle.net/11244/2224,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: A, page: 1372.",The University of Oklahoma.,"France Intellectual life.||Religion and science.||Mersenne, Marin, 1588-1648.||History, Modern.",Ph.D.,,The interrelationship of science and religion in the circle of Marin Mersenne /,Thesis,(UMI)AAI6712667
2104,11244/111,,"Segal, Bernard,",1967,,"v, 76 leaves ;",http://hdl.handle.net/11244/2216,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: B, page: 1698.",The University of Oklahoma.,"Psychotherapy.||Psychology, Clinical.",Ph.D.,,The A-B scale :,Thesis,(UMI)AAI6712321
2117,11244/111,,"Hendon, Robert Palmer,",1967,,"[4], 112 leaves ;",http://hdl.handle.net/11244/2229,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: A, page: 1732.",The University of Oklahoma.,"Teachers in literature.||Education, General.",Ph.D.,,An existential portrait of the teacher in recent American literature /,Thesis,(UMI)AAI6714136
1992,11244/111,,"Ogilvie, Philip Woodworth.",1966,,"vii, 66 leaves :",http://hdl.handle.net/11244/2104,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: B, page: 2194.",The University of Oklahoma.,"Chameleons.||Biology, Zoology.",Ph.D.,,An anatomical and behavioral investigation of a previously undescribed pouch found in certain species of the genus Chamaeleo /,Thesis,(UMI)AAI6614238
2136,11244/111,,"Peterson, James H.,",1967,,"vii, 136 leaves ;",http://hdl.handle.net/11244/2248,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: A, page: 2340.",The University of Oklahoma.,"Poor.||Psychology, Social.||Prejudices.||Attitude (Psychology)",Ph.D.,,A disguised structured instrument for the assessment of attitudes toward the poor /,Thesis,(UMI)AAI6715899
2131,11244/111,,"Johnson, Donald Rex,",1967,,"viii, 118 leaves :",http://hdl.handle.net/11244/2243,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2567.",The University of Oklahoma.,"Physics, Molecular.||Microwave spectroscopy.||Zeeman effect.",Ph.D.,,Zeeman effect in the microwave spectra of free radicals /,Thesis,(UMI)AAI6715894
2119,11244/111,,"Mcbride, Travis,",1967,,"v, 342 leaves ;",http://hdl.handle.net/11244/2231,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: A, page: 1879.",The University of Oklahoma.,"Economic assistance, American Latin America.||Technical assistance, American Latin America.||Political Science, International Law and Relations.",Ph.D.,,Social and political factors in United States' foreign assistance programs /,Thesis,(UMI)AAI6714138
2125,11244/111,,"Combs, Joseph Carl,",1967,,"v, 68 leaves :",http://hdl.handle.net/11244/2237,,"Source: Dissertation Abstracts International, Volume: 28-07, Section: A, page: 2707.",The University of Oklahoma.,Percussion instruments.||Muscular sense.||Music.||Sight-reading (Music),D.Mus.Ed.,,The problems of sight-reading on mallet-played instruments and their relationship to kinesthetic sensation /,Thesis,(UMI)AAI6715888
2530,11244/111,,"Elsner, Kenneth Eugene,",1969,,"vii, 120 leaves :",http://hdl.handle.net/11244/2642,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: A, page: 3223.",The University of Oklahoma.,"Electronic data processing Education.||Education, Administration.||Factor analysis.",Educat.D.,,The application of factor analysis in identifying relationships among selected educational data /,Thesis,(UMI)AAI7002302
2002,11244/111,,"Sciance, Carroll Thomas,",1966,,"xiii, 111, [112] leaves :",http://hdl.handle.net/11244/2114,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: B, page: 1907.",The University of Oklahoma.,"Engineering, Chemical.||Hydrocarbons Research.||Energy.||Heat Transmission.",Ph.D.,,Pool boiling heat transfer to liquefied hydrocarbon gases /,Thesis,(UMI)AAI6614248
1993,11244/111,,"Pepper, Sidney Allan,",1966,,"v, 62 leaves ;",http://hdl.handle.net/11244/2105,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: A, page: 1666.",The University of Oklahoma.,"Learning, Psychology of.||Awareness.||Education, Educational Psychology.",Ph.D.,,Verbalization of problem-solving behavior /,Thesis,(UMI)AAI6614239
2174,11244/111,,"Lee, Fu Chu,",1967,,"xi, 171 leaves :",http://hdl.handle.net/11244/2286,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2442.",The University of Oklahoma.,"Heat Radiation and absorption.||Heat Transmission.||Boundary layer.||Engineering, Mechanical.||Energy.",Ph.D.,,Radiative heat transfer in an emitting absorbing and scattering boundary layer /,Thesis,(UMI)AAI6716733
2105,11244/111,,"Stewart, James Carl,",1967,,"vii, 195 leaves :",http://hdl.handle.net/11244/2217,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: A, page: 1530.",The University of Oklahoma.,"Immunity.||Psychology, Social.||Poor.||Public health.||Vaccination.",Ph.D.,,"Employment of indigenous personnel as a strategy for increasing immunization rates in ""hard-core"" areas /",Thesis,(UMI)AAI6712322
2113,11244/111,,"Johnson, Bobby H.,",1967,,"vi, 287 leaves :",http://hdl.handle.net/11244/2225,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: A, page: 1373.",The University of Oklahoma.,"Oklahoma History.||History, Modern.",Ph.D.,,"Some aspects of life in the ""Land of the fair God"" :",Thesis,(UMI)AAI6712668
2531,11244/111,,"Esfandiari, Bijan,",1969,,"ix, 139 leaves ;",http://hdl.handle.net/11244/2643,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: B, page: 3787.",The University of Oklahoma.,Mineralogy.||Helium.,Ph.D.,,Geochemistry and geology of helium /,Thesis,(UMI)AAI7002303
2146,11244/111,,"Burk, James Mack.",1967,,"v, 47 leaves, 24 p. :",http://hdl.handle.net/11244/2258,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: A, page: 2279.",The University of Oklahoma.,"Music.||Bach, Johann Sebastian, 1685-1750.",D.Mus.Ed.,,Band transcriptions of the organ music of Johann Sebastian Bach :,Thesis,(UMI)AAI6715909
1994,11244/111,,"Persing, Bobbye Sorrels,",1966,,"viii, 119 leaves ;",http://hdl.handle.net/11244/2106,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: A, page: 1718.",The University of Oklahoma.,"Shorthand Psychological aspects.||Shorthand Study and teaching.||Education, General.||Shorthand Gregg.",Educat.D.,,A classroom investigation of when to begin new-matter dictation in Gregg shorthand /,Thesis,(UMI)AAI6614240
2003,11244/111,,"Shana'a, Joyce Adrian,",1966,,"ix, 119 leaves ;",http://hdl.handle.net/11244/2115,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: A, page: 1629.",The University of Oklahoma.,"University of Oklahoma Students.||Education, Guidance and Counseling.||Prediction of scholastic success.||Mathematics Study and teaching.||Mathematical ability Testing.",Ph.D.,,A statistical analysis of the placement program in mathematics for freshmen at the University of Oklahoma /,Thesis,(UMI)AAI6614249
2120,11244/111,,"Moffett, Frank Lee,",1967,,"vi, 87 leaves ;",http://hdl.handle.net/11244/2232,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: B, page: 2162.",The University of Oklahoma.,"Vietnam War, 1961-1975 Public opinion United States.||Attitude (Psychology) Testing.||Psychology, Experimental.||Social acceptance.||Attitude change.",Ph.D.,,Effects of need for social approval on judgments of statements about a central issue /,Thesis,(UMI)AAI6714139
2532,11244/111,,"Fairchild, Patricia Carlette,",1969,,"vii, 95 leaves ;",http://hdl.handle.net/11244/2644,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: A, page: 3318.",The University of Oklahoma.,"Prediction of scholastic success.||Education, Educational Psychology.",Ph.D.,,Grade point average and variance as criteria of college academic performance /,Thesis,(UMI)AAI7002304
2106,11244/111,,"Terry, Z. Inci Incikaya,",1967,,"x, 125 leaves :",http://hdl.handle.net/11244/2218,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: B, page: 1715.",The University of Oklahoma.,"Psychology, Experimental.||Interpersonal relations.||Perception.",Ph.D.,,Walkers and watchers in a Greco-Latin square :,Thesis,(UMI)AAI6712323
1995,11244/111,,"Purdy, Ruth Sanders.",1966,,"xi, 147 leaves :",http://hdl.handle.net/11244/2107,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: A, page: 1680.",The University of Oklahoma.,"Kinget, G. Marian, 1910- Drawing-completion test.||Education, Special.||Inhibition.",Ph.D.,,"The developmental process, the inhibition process, and the production of human movement on the Kinget Drawing completion test /",Thesis,(UMI)AAI6614241
2114,11244/111,,"Rios, Joe,",1966,,"xii, 188 leaves :",http://hdl.handle.net/11244/2226,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: B, page: 1956.",The University of Oklahoma.,"Fire prevention Research.||Flame.||Engineering, Mechanical.||Wind-pressure.",Ph.D.,,Interaction effects of wind-blown proximate flames from burning wood cribs /,Thesis,(UMI)AAI6713783
2126,11244/111,,"Ellois, Edward R.,",1967,,"x, 94 leaves ;",http://hdl.handle.net/11244/2238,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: A, page: 2116.",The University of Oklahoma.,"Universities and colleges United States.||African Americans Education||Education, Teacher Training.||Teacher placement agencies.||African Americans Employment",Educat.D.,,Teacher employment services in Negro colleges and universities /,Thesis,(UMI)AAI6715889
2533,11244/111,,"Freivald, Joseph Allen,",1969,,"iv, 50 leaves :",http://hdl.handle.net/11244/2645,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: B, page: 3746.",The University of Oklahoma.,Algebra.||Mathematics.,Ph.D.,,General algebras and their manipulative syntaxes /,Thesis,(UMI)AAI7002305
2004,11244/111,,"Shana'a, Mohammed Yousuf,",1966,,"xii, 97, [85] leaves :",http://hdl.handle.net/11244/2116,,"Source: Dissertation Abstracts International, Volume: 27-06, Section: B, page: 1907.",The University of Oklahoma.,"Low temperature research.||Hydrocarbons Research.||Engineering, Chemical.",Ph.D.,,Liquid density and excess volume of light hydrocarbon mixtures at -165.0C®Ê‰ö_ and at saturation pressure /,Thesis,(UMI)AAI6614250
2142,11244/111,,"Stockham, Leo Warren,",1967,,"viii, 162 leaves :",http://hdl.handle.net/11244/2254,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2394.",The University of Oklahoma.,"Scattering (Physics)||Heat Radiation and absorption.||Energy.||Engineering, Aerospace.",Ph.D.,,Radiative heat transfer from a finite cylindrical particle cloud /,Thesis,(UMI)AAI6715905
2132,11244/111,,"Johnson, Robert Marland,",1967,,"viii, 72 leaves :",http://hdl.handle.net/11244/2244,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: B, page: 2448.",The University of Oklahoma.,"Surfaces, Deformation of.||Surfaces (Technology)||Engineering, Metallurgy.||Dislocation of crystals.||Protective coatings.",Ph.D.,,The relation between surface damage and film strengthening effects /,Thesis,(UMI)AAI6715895
2107,11244/111,,"Abernathy, Lewis M.",1967,,"x, 143 leaves",http://hdl.handle.net/11244/2219,,"Source: Dissertation Abstracts International, Volume: 28-04, Section: A, page: 1160.",The University of Oklahoma.,"United States Federal Aviation Agency Officials and employees.||Economics, General.",Ph.D.,,Federal Aviation Agency-Aeronautical Center;,Thesis,(UMI)AAI6712662
2534,11244/111,,"Gallaher, Thomas Herman,",1969,,"vi, 94 leaves :",http://hdl.handle.net/11244/2646,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: A, page: 3226.",The University of Oklahoma.,"Interaction analysis in education.||Education, Administration.",Educat.D.,,Effects of time parameters on the measurement of teachers' verbal behavior patterns using the Flanders system of interaction analysis /,Thesis,(UMI)AAI7002306
2121,11244/111,,"Paskewitz, David August,",1967,,"vii, 97 leaves :",http://hdl.handle.net/11244/2233,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: B, page: 2164.",The University of Oklahoma.,"Psychology, Experimental.||Electronic data processing Electroencephalography.||Sleep.||Electroencephalography.",Ph.D.,,The quantification of nocturnal electroencephalographic patterns in man /,Thesis,(UMI)AAI6714140
2535,11244/111,,"Garner, Gwen F.,",1969,,"vi, 84 leaves :",http://hdl.handle.net/11244/2647,,"Source: Dissertation Abstracts International, Volume: 30-08, Section: B, page: 3866.",The University of Oklahoma.,"Oral communication.||Female juvenile delinquents||Psychology, Clinical.",Ph.D.,,Patterns of communication in a training school for adolescent girls /,Thesis,(UMI)AAI7002307
2115,11244/111,,"Abdul-wahab, Ahmad Shawki,",1967,,"vi, 37 l.",http://hdl.handle.net/11244/2227,,"Source: Dissertation Abstracts International, Volume: 28-05, Section: B, page: 1803.",The University of Oklahoma.,"Biology, Botany.",Ph.D.,,Plant inhibition by Johnson grass and its possible significance in plant succession.,Thesis,(UMI)AAI6714134
2154,11244/111,,"Smith, Coleman Randolph,",1967,,"iii, 160 leaves ;",http://hdl.handle.net/11244/2266,,"Source: Dissertation Abstracts International, Volume: 28-06, Section: A, page: 2284.",The University of Oklahoma.,Music.||Songs.,D.Mus.Ed.,,The use of translations of songs with foreign texts in student     recitals /,Thesis,(UMI)AAI6715917
